34751590,12.6,16.52
34763532,15.68,21.17
34850784,12.43,15.68
35071419,18.92,22.88
35141667,21.15,26.43
35262107,14.46,19.91
35303316,10.96,14.03
35304393,29.75,33.66
35342162,29.91,34.65
35390230,26.8,31.99
35537534,27.18,32.16
35539581,16.74,22.13
35631998,25.89,29.56
36020570,15.27,19.78
36386359,12.09,17.21
36473623,15.21,19.89
36511952,13.32,17.87
36733364,29.72,35.59
36760711,18.94,23.46
36990628,28.67,33.09
37055841,19.81,24.45
37195393,25.99,29.97
37303335,14,19.04
37413158,28.57,33.34
37511487,25.77,30.34
37761798,13.31,17.97
37948824,25.06,28.67
38072280,22.95,28.65
38280325,12.94,16.01
38334221,26.57,32.06
38561693,18,22
38917581,26.47,31.07
38932471,12.93,17.33
38944334,13.73,18.51
39341800,24.32,29.58
39347416,18.06,23.68
39421903,10.45,16.29
39458442,20.49,26.06
39635549,28.02,33.32
39898842,20.69,25.42
39941194,19.12,23.33
40036792,17.31,23.16
40095023,18.63,24.31
40160899,10.83,14.53
40171345,17.93,21.06
40176566,23.29,29.24
40278707,20.15,24.3
40299841,28.5,31.89
40749682,14.45,19.5
41555059,27.38,32.97
41610696,14.03,17.3
41677726,14.76,18.57
41721415,12.02,17.97
41818150,13.22,18.99
41989446,22.21,27.26
42145649,19.23,24.9
42578554,17.59,21.44
42770709,12.19,15.44
42884653,15.56,19.32
42978025,27.65,33.36
43051474,20.39,25.2
43151607,13.59,19.16
43210345,11.33,14.55
43416112,25.53,28.62
43436020,25.86,30.99
43510588,25.05,29.18
43548519,13.5,16.95
43715790,27.98,31.68
43771833,18.24,21.52
43777863,16.83,20.6
43849621,20.16,23.82
43891580,11.44,16.13
43941327,12.59,16.54
43984612,25.76,31.51
44137228,23.26,27.46
44481271,27.03,32.21
44493871,21.74,24.88
44544249,26.55,30.19
44560715,13.19,17.67
44603982,14.04,18.87
44735928,27.18,31.76
44928407,14.42,20.03
45117011,19.02,24.56
45136408,12.71,15.71
46132369,28.23,32.34
46182485,11.19,15.73
46288741,26.86,32.62
46318094,13.39,18.74
46621097,26.37,29.84
46738486,14.87,19.44
47216256,24.21,30.02
47296985,10.99,15.81
47533952,11.85,15.79
47553915,19.6,25.24
47578754,26.2,30.44
48509677,25.2,29.71
48583427,15.99,20.68
48635725,18.82,23.72
49013255,18.32,24.27
49045379,14.14,19.04
49052689,23.14,27.68
49142030,23.15,28.01
49263193,29.39,34.89
49265048,13.5,18.9
49300488,10.69,16.28
49336268,15.02,18.51
49493175,14.55,19.03
49559225,21.63,27.14
49996948,21.5,26.64
50019335,18.86,23.04
50036717,24.69,28.73
50040763,14.71,20.02
50134836,27.71,31.48
50295179,23.09,28.1
50310242,10.3,13.8
50317035,22.64,25.68
50536431,26.48,29.98
50743173,24.91,29.66
51080942,23.57,29.09
51138886,29.87,34.45
52392582,16.69,20.31
52555493,20.65,25.19
52614745,22.62,28.25
52700852,28.7,31.79
52715440,16.72,20.05
52968876,11.77,17.62
53016903,11.19,15.79
53518629,11.66,17.49
53717044,16.04,20.59
53741016,23.69,27.1
53904146,29.37,35.22
53972005,22.81,28.51
54036898,10.71,13.78
54221156,13.04,18.12
54366510,13.73,18.58
54404663,25.23,29.16
54667311,13.3,17.4
54756389,10.3,13.48
54979164,21.06,25.15
55000517,11.84,15.36
55263273,18.62,22.22
55344433,29,34.35
55371335,18.18,23.5
55396347,12.49,18.04
55473817,19.13,22.13
55842246,15.98,21.43
56030075,18.62,22.81
56044625,26.84,30
56222908,15.37,20.22
56411306,10.97,16.64
56664402,12.4,15.93
56827836,15.74,20.17
56884152,15.7,21.26
56886748,24.94,30.92
56953445,21.16,25.85
57301383,15.52,21.46
57630177,26.52,29.81
57667879,16.21,22.04
57739204,23.02,27.52
57978117,28.15,33.61
58038988,13.42,17.69
58045576,10.51,16.2
58339617,13.73,18.72
58445058,21.96,27.41
58485457,23.64,28.18
58609625,23.58,27.78
58759637,15.2,18.21
58782510,21.9,25.49
58810322,19.17,25.03
59128090,16.39,20.12
59142280,20.84,25.19
59189425,22.54,27.43
59333352,25.88,29.43
59474045,11.99,16.72
59734200,25.75,31.22
59802180,13.26,17.79
60027243,19.48,24.93
60123854,22.9,26.34
60289116,14.5,18.91
60360685,28.86,33.14
60384491,28.17,32.53
60410146,26.93,32.34
60683021,18.36,23.75
60716308,20.86,26.78
61130267,10.88,14.34
61299263,29.11,33.01
61677125,27.05,32.57
61965647,24.88,29.03
62028894,28.44,33.25
62111634,16.41,19.97
62159876,12.63,17.34
62283911,15.5,21.11
62481686,27.38,31.15
62839762,14.75,20.19
62963680,17.16,22.5
63173268,15.25,18.46
63435178,22.04,27.16
63689991,26.49,31.87
63706075,15.39,21.26
63758855,11.25,14.7
63798705,25.13,30.85
64002588,20.18,24.44
64349453,18.46,23.84
64382696,15.98,20.57
64418724,21.15,25.22
64463514,15.9,19.22
64853503,12.51,16.82
65014865,28.95,34.28
65237455,12.63,17.39
65537294,21.96,27.57
65853384,18.67,22.56
65915441,18.19,24.01
66028170,17.59,23.57
66125098,22.44,28.41
66314342,21.79,27.58
66698657,16.13,21.83
66910032,12.87,17.11
66955027,26.73,30.99
66992188,29.4,33.97
67167784,20.82,24.08
67317709,10.27,15.03
67515582,17.43,20.59
68262175,19.83,24.5
68324629,24.98,30.61
68458253,18.28,21.32
68740451,10.94,16.14
68849001,11.9,15.56
69358897,23.73,28.73
69384947,12.41,16.75
69730813,12.39,17.64
69855441,15.56,18.77
69865581,21.26,26.45
70178351,19.18,24.56
70401508,28.82,34.04
70692724,19.41,22.88
70811150,27.85,33.48
70937179,12.78,17.75
71327423,27.16,31.77
71351528,18.02,21.76
71387635,14.74,17.92
71529535,27.36,31.04
71540862,25.58,30.3
71733835,22.36,25.67
71852096,26.92,30.71
71912539,13.96,19.25
72216160,10.67,14.72
72247784,11.52,17.26
72587977,24.53,29.75
72591229,15.58,20.41
72660734,22.74,27.19
72771191,17.78,23.31
72874936,18.34,22.96
73324460,13.12,18.6
73556705,21.2,25.96
73638310,14.74,19.35
73657743,19.68,23.46
73831091,25.67,30.2
73833666,21.75,26.11
74375297,12.28,18.21
74435780,24.09,29.58
74497902,20,23.21
74543762,12.57,16.86
74627727,23.93,28.06
74877073,19.64,22.65
75268158,13.03,18.84
75529079,29.27,33.08
75541722,22.8,25.97
75630018,10.08,15.68
75647204,19.39,24.87
75724437,23.26,26.87
75799058,25.89,30.75
76076746,15.72,19.29
76147512,24.26,27.4
76254359,10.58,14.73
76427814,21.25,24.36
76502369,12.35,16.47
76601028,21.49,25.62
77085365,22.53,26.66
77086674,18.06,23.88
77086936,19.91,25.81
77189549,21.15,24.64
77430412,29.2,34.45
77435552,12.08,17.33
77445705,29.18,33.65
77465093,16.94,22.83
77514121,23.08,26.38
77643941,13.18,16.62
77803747,26.72,29.74
78023688,29.67,35.41
78039357,16.45,22.4
78122228,13.73,18.55
78206035,25,30.19
78407458,16.28,21.33
78629863,24.51,28.31
78907535,22.91,27.32
79065482,15.63,21.13
79153401,24.13,27.24
79170842,29.59,34.75
79195238,11.38,15.86
79334055,26.54,30.77
79490708,10.37,15.25
79891110,10.47,16.15
79900665,21.35,24.99
79902221,22.07,25.66
80084832,23.91,28.79
80101873,28.13,32.28
80101956,23.4,28.25
80203561,28.03,32.89
80437590,12.47,17.7
80581530,11.64,15.99
80767659,26.89,31.88
80858072,13.32,16.89
80924508,23.82,28.14
80955309,16.51,20.07
81106814,12.55,17.38
81138617,15.15,19.76
81252880,14.36,18.04
81296480,25.59,31.13
81379037,27.74,31.56
81735019,25.51,31.43
81781879,21.13,24.15
81912584,26.86,31.94
81946005,19.9,24.29
81982758,10.68,14.84
82011078,18.39,23.28
82258988,17.04,20.76
82701870,10.09,15.23
82887766,16.82,21.55
83234292,23.8,29.24
83361455,10.14,16.07
83391843,20.31,23.67
83480974,23.94,29.53
83582158,22.44,26.3
83637016,27.45,31.72
83740526,19.56,22.59
83762728,22.25,25.31
83980353,20.5,25.99
84001619,20.58,24.48
84179853,12.93,18.61
84623811,15.66,20.9
84666631,28.79,34.75
84777768,11.4,14.53
85466608,12.7,16.12
85525597,17.05,22.42
85598406,10.32,14.12
85699185,13.43,19.23
85699860,20.28,23.37
85941566,21.95,27
86012790,11.18,15.75
86202831,29.26,35.23
86232263,11.06,14.93
86414890,10.02,14.42
86457838,22.84,25.86
86578282,29.59,33.51
86767861,16.94,22.43
87209284,27.2,31.42
87553231,23.79,28.2
87951178,18.19,23.37
88046718,22.56,27.49
88189478,15.24,19.55
88301639,23.37,27.32
88304184,18.55,23.14
88452976,13.45,17.83
88491828,29.57,34.24
88550476,21.62,24.86
88563106,11.74,16.01
